id,winner,game_moves
113,1,e6f4e3d6g5f6c5c3c4d3c6b4d7e2f5e7g6c7e8f8f3h4d8g4h5f7f2h6h3g3c2d2d1e1b3b1f1a3a4c8b5c1a1a6a2a5b2h2g1a7b6b7g7a8b8g8h8h7h1g2
114,1,d3c3c4e3c2b4c5b5f6b3f2e2f4f3e1c1a4d1a6a5e6f1d2c6f5g6d6g4g5e7h4h5h6g3d8f8a3h7h8f7g8e8g7c8b8d7c7b7h3a7a8b6b2a1g2g1b1a2h1h2
115,1,e6f4f3d6f5f7d7e7c4d3c6e3f6g6g4h4d8g5h3f2h5c5f8e8c3c8b8c7h6b3b4b5g3h7h8h2h1g7g8g2f1g1e2e1d1d2b7b6a6a5a3a7a4a2c2c1b2
116,1,d3c3c4e3c2b4c5b5f6b3f2e2d6c1b6c6a5a6f4f3a4a3e6d7e7f8c8c7d8g5f5g3h5h6e1h4g4f7h3g6e8g2d2d1h1f1h2g1b1b8h7b2a1a2a7b7a8g7g8h8
117,1,e6f4d3c4b5d6c6e7f8c7c8e8d8b4b3b6a5e2d7b8a8a4b7a7a6c5a3f7g7g8h8h7h6a2g6f6a1b2f3e3c3c2f5g4g5b1g2h5e1
118,1,f5d6c7f4e3f3g5d3e2f2c3h5c6g3f6c5e6e7e8d7c2f7c4b6d8c8f8b4g4d2h4g6h3g2h1g1h2f1e1d1c1g8h6h7h8b1g7a1b8b7b5a8b2b3a3a6a5a4a7a2
119,1,c4c3d3e3f2c5b6e2d6b5f6f5f4f3e1g4h5d2c6h4a5g6h6f7e6d7e8c8c7f8d8g3e7b4d1c1g5c2h3h7h8f1g8a6g7b8a8a4h2b7a7a3b3b2a2a1b1g1g2h1
120,1,d3c3c4e3f2c5f4e2f6e6b6b5d6f5e1e7c6g4e8d7a5f8f3g6b4b3g5h4d8c7h6f7h5a4h3a6c8h7h8g1g8g2g7f1h1g3h2b7b8c2d2d1c1b1b2a1a2a3a7
121,1,c4c3d3e3c2b4c5b5f6b3d6d1d2e1a6b6a5c6a4f5e6e7a3g6f7e8c1a2a1b1b2f1a7e2f2f4f3g3h2h4g2g4h3h1g1h5g5h6c7d8d7f8b8c8b7a8g7h8g8h7
122,1,e6f4e3d6g5f6c4c3c7c6f7c5b5c8b6d7e8f5e7f8d8f3g6e2g4h5h3h4h6h7h8a6g8b8a8b4g3g2h2g7d3f2h1d2b7f1g1e1d1c1a7a5c2b3a2a4
123,1,f5d6c5f4f3e3c4g3e7f6e6d3f2e2h4b4b3b5g4f7d7e8d1c6c7g6d8h3f8g5h6h7h8c8h5f1h2g2c2d2h1a2c1g7g8b2g1c3e1b8b7a7a8a1b1a4a3b6a5a6
124,1,c4c3d3e3f5b4e2f3a4c5d6f4g3c6c2d2g4f2b3a5a6c1a3b5e6e7b6h5h4g6h6g5f1e1d1h3b1a2a1b2g2h7f7e8f6g1h1h2h8a7g7a8c7b7b8d7c8d8f8g8
125,1,c4c3d3e3f5b4b3c5b5a4a3a5a6c6d6b6e6d7e7e8d8c7f8g6f6f7c8b7g4f4c2h4h3g5d2c1a8b8a7e2f1e1g3f2d1f3b1b2a1a2g1g2h1h2h5h6h7g7g8h8
126,1,d3c3c4e3f2c5f4e2b6b5f6e6d2c2e7f5g4f3a6b3g3g6c6d7e8c7d8c8f7d6g5h5h4d1h6g2h1h7h8g7g8h2f8a4h3a7a8g1b8b7a5b4a3a2a1b2b1c1e1f1
127,1,e6f4g3d6c7f5f6d7c6f7e8g6c4d3h6e7f8g4c3b4c5b3e3e2a3d8c8b5a4g8h8h5g7a6b6b8a8b7a7h7a5h2g5h4f3a2b2a1c2b1d2d1e1c1g2f1f2h1g1h3
128,1,f5d6c3d3c6f4e6g6g4e7f7f6d7c5g3c7h6f8g5e8b8c8b6f3b4h5h3h4c4a4a3b3a5a8d2c2d8d1f2e3e2e1g1f1c1b7g2a6b2b5g7b1a1a2a7h8g8h7h2h1
129,1,f5d6c5f4e7f6d3c3f3e3f7c6c4b5e6d7c8f8e8g4g3e2c2d2h3h5h4g6h6d8g5h2h1g8h8b1h7g7g2c7b6a7a4b7a5a6a8f2f1b4a3e1b3b2a1a2c1d1b8g1
130,1,f5d6c5f4e3c6g4c3c4b3d7b5e6d3b4a5d2e2b2c2d1e1f1f2f3e7a3f7e8f6c1f8a6a4b6c8d8c7g5h5h4g6h6a1a2g2g3b1h1h7h8h2g1g7h3a7a8g8b8b7
131,1,f5d6c7f4c3c4f3f6f7d7d3e3b4c5d8e7e6d2f8b3f2a4c6c8b6e8c1e1d1e2f1a6c2b5a3a2a5b2a1b7b1g8a7a8b8g6h8g5h7h5g7g3h6g4h4g2h3h2h1g1
132,1,d3c3c4e3f5b4c2d2d1e2f4f3e1c1g3f2a5b3a3a4b5f1c5h3g2g4h4a6g5b6d6a2h2g1b2b1a1d7h1c6a7h5h6b7b8a8g6f6e6c7e8d8e7f8f7g8h8g7h7c8
133,1,e6f4c3c4e3d6f6f5g6d3c5f7e8d7c7e2d8c6e7b5g5c8b4h6a6b3h4a4h5f8a5h3a3g4b6h7f2f3c2f1g3d2d1e1g1c1b1a2a1h2b2g2g7a7a8g8h8h1b7b8
134,1,e6f4e3d6g4f6c6c5g6d7c7f5b4f7c8e7c4d8e8f8g5b8g7c3b3d3b6e2f2f3f1d2c1h4h6h5h3g3c2h8g8e1a8d1b7a4b5a6a7a5a3a2a1b2b1g1h1h2g2h7
135,1,d3c3c4e3c2b4c5b5f6b3f2e2f4f3d2c1a6a5d6e1b6c6d1e6f5g3g5h5h6g4g6f7h4h3d7c8d8c7e7e8f8h7a4a3f1g1a2b1a7b7a8b8g7h8g8g2h1b2h2a1
136,1,e6f4d3c4b5d6f5e3c5c6c3b3b4a4b6g6g4h4g3g5a5e7a3c7d7d8c8b7e8a6a8b8a7f8g8f2f7b2a1f6a2h5h6c2d2e1d1e2f1f3h7h3g2h8g7h1h2g1c1b1
137,1,f5d6c4d3c5f4d7f6g3c6e6e7f8c7g5b5f7e8d8c8a5g6h5g4b3b4e3c3h4e2a4f3f1c2d1e1b6h6b8a3f2d2a2b1c1h2a1g7h8h7g8g2h3a7h1b7a8a6b2g1
138,1,e6f4e3d6g4f6c6c5b6c3e7f5c4d3f3d7c7e2f2h5g3b3e1e8b4a5h4d8h6b5a4h3f8g5a6f1f7b7a3g6d1c1a8a7b8h7c8d2g8g7h8g2h2a2a1h1g1b1c2
139,1,e6f4e3d6c5f3g5c3c7f5c4d3f2e2f1b4b5c2a4e7g4c6f8d7g6f7c8f6d2e8b3a3a5a2a1e1b1b2c1h3d1h4d8b8a8b6b7h5g8a7a6g2h1g3h2g1h6h7g7h8
140,1,f5d6c6f4d7f6d3c4g5e2c2d2f3f2g3c5e3g4e6e7h3h6e8f7h5c7c1h4c3g6d8b3f8c8e1f1b4a4a5b6a6d1b5b7a3a2a1b2b1g8g1g2h7g7h8b8a8a7h2h1
141,1,f5d6c3d3c4f4c5b3e2e3f3b5b4b6a6a4c6a5e6e1d2c2f1f2d1c1g3h3g4g6f6h4h6g5h5h7a3a2a1g1b1b2h1g2h2f7h8d7g7b7a7a8c7b8c8d8e8f8e7g8
142,1,c4c3d3e3c2b4c5b5f6b3d2e6a6e1b6c1f7c6a4a3d7c7d6a5d1e8f2e2f5e7c8d8f1b8f3g4f4g6g5h4h3g2h1h5g1g3b1b2a1a2f8h2h6h7h8g7g8a7a8b7
143,1,e6f4f3d6g4f6c4d3e2e3c6c5f7e7d2c3f5c7e8f8d8c8d7f1d1f2c2e1g3h5c1h4b3b4a4a5a6b5a3a2a1b6b2g5a7b1g1b7a8b8g8g7h7h8h6g6h2g2h1h3
144,1,e6f4d3c4e3d6b5f3f5f6c5e2g3d2c6b4g5g4h4h3d7e7c7c8b6h5f8e8d8a6a5a4h6g6c2c3a3b3d1e1c1b7a8b8a7b1a2b2a1h7f1f2g2g1h1g8h8f7h2g7
145,1,c4c3d3e3f2c5b6e2f6e6d6b5f4f5e1e7g4f3c7d7c6h3d2g6f8e8d8c2g3d1a5f1h4h5f7g5b4a4h6a6a3b3c1b1a7g7h8b7h7c8h2g2a2b2a1g8g1b8a8
146,1,d3c3c4e3f4d6c6c5b4b5f6b6a5b3e7f3a4d7a6a3e6c7e8f8f7d8c8f5g6h6g5h4h5g4g3h2h3a7h1b7h7g7g2g1f1b8f2e2a8g8h8e1a2b2d2c2d1c1b1a1
147,1,d3c3c4e3f4d6c7c5c6d7e8f3f2g4b5b6g3e6g5d8c8h3b4b3e2f1f5f7f6h4e7h5h6g6e1d1d2c1f8c2h7g2h2g8h8g7h1g1b1b2a2a1b8a3a6a5a4b7a7a8
148,1,c4c3d3e3f2c5b6e2b4b5f6e6d2c2a6b3f3a4a5a3c1c6f4g6a2f1f5d6e1b2a1g1h1g4g2d1g3b1h4h5g5h2h3h6h7a7a8g7g8h8f7f8d7d8b7e7c8c7b8e8
149,1,c4c3d3e3f5b4f3f4g3h3b3c5a4b5c6a6a5a3e2d1f1g4g5c2h4e1d2g1f2g2h1b6c1h5g6h2h6b2b1d7d6e7a1f6a2e6a7b7b8a8c7h7h8c8g7f7g8f8e8d8
150,1,f5d6c3d3c6f4d7f6d2c4b3b4c5b5e6e7f7c7a6a5e3d8e8e2c2f2e1f3b6a3a4a2a1b7b2f8a7c1d1b1g6h6g5g3g4h4a8f1g1g2h1h2h3b8h5c8h7g8g7h8
151,1,f5d6c7f4e3f3g5d3e2f2c2g4d2f6e6d7h5h3h4g3f1c3g6h6b4b3a4e1d1c1c6b5c5c4a5a3d8b6a6g2e7f7h1b7g1h2h7g7b2a1b1a2b8a8a7c8h8g8f8e8
152,1,c4c3d3e3f4d6c7c5c6d7e8f3e6f5b3b4d2f7b6b5f6e7d8g6a6a5a4c2f2e1e2a3c1d1f1b8c8b7a8b2a7g2g1h1g3h2g4h3g5f8h5a2a1b1g7h4h6h7h8g8
153,1,c4c3d3e3f6b4f3f5g5c6c5b6b5a6a5d6d7c7d8f4f2e2g4a4a3b3c2d2c1e1f1c8d1h5h4a2h6h3g3b1a1h7a7g7b2e8h8e7h2g2g6g8f8f7e6g1h1b8b7a8
154,1,e6f4c3c4c5c6g4d3e2f5e3b5a6d2d6b4g5a5b6f2e1f3c1f1a3c2a4h5d1f7h4c7h6h3g6g3e8h7d8c8d7f8e7f6b3b7g8a2b8a8a1b2g2b1g1h8g7h2a7h1
155,1,f5d6c5f4e3c6g4c3c4b3d7b5e6d3b4a5d2e2c2e1a6b6c1d1f1f2c7f3a4h5h3a3a7a8g3g6f6h4g5c8b8e8b7f7h6e7d8g1h1f8g2h2g7h8h7b2g8a1b1a2
156,1,d3c3c4e3c2b4c5b5f6b3d2e6a6e1b6c1d6e7f2e2f5g4f4g3f3g6g5h5c6a5d7c8d8c7a4a3e8f7h3g2h1g1h2b7f1d1b1b2a1a2h4g7h6h7h8a7a8b8g8f8
157,1,e6f4f3d6g4f6c4d3c7c6f7f5c5d7c3f8e2g3d8e3e7h4g6h5g5c8e8b5h6f2b4a4d2b6a3b3c2a2f1g1h1h7h2h3h8b2g8g7g2b7e1d1b8a1c1b1a5a6a8a7
158,-1,e6f4g3d6c6f5g4g6f6g5h6d7e8c8c7f7c5b5e7f8d8h5h4h3g8h8h2b8f3g7e3d3c4c3c2d2b4a3c1b3a5a4a2e1a6b6e2f1d1g2a7b1b7a8h7a1b2f2g1h1
159,1,d3c3c4e3f6b4f3f5g5c6c5b6b5a6a5d6d7c7d8f4f2e2e7g4g3f7e6h6h5h4g6e8c8h7a4b3d1a3g8g7h8b7h3e1f8f1c2d2c1b1a8b8a7h2h1a2b2a1g2g1
160,1,f5d6c6f4e6f6d3e7f3e3g4c4b4g3f2e2h4c2f8e8d8c7f1b6c5d7b5c8a6b3c3d2e1a4a3d1a5a2a1b2b1h5c1g1h1h3g2a7a8g8b7b8h8f7g7g6h6h7g5h2
161,1,d3c3c4e3f2c5f4e2f6e6b6b5d2c2e7f5g4f3a6b3g3g6c6d7f7d6c7e8g5c8f8h5d8d1b4a4h3h4b8e1h6h7h8g7g8a7a8b2a2b1c1a1a3f1g2h2a5b7h1g1
162,1,d3c3c4e3f2c5f4e2f6e6b6b5d2c2b3f1d1f3f5g4g6g5e1f7h6h4e8f8h5g2h3d8d7e7g3h7h8c8g8b1b8c1g7b4c7c6d6a4h2g1a6a5a3b2a1a2h1b7a8a7
163,1,f5d6c4d3c5f4d7f6e2b4g3f3c3c2g5b3g4b5a4c6e7e3a5b6c7a6a7e1f2e8d8e6f8h6f1d2f7h3a3h5d1c1h4h2h1g6h7b8c8b7a8b2b1a1a2g1g2g8g7h8
164,1,e6f4f3d6g4f6c4d3c2d2e7f5e3f7c1e2c6f2d7g6g3c5b4e8g5h5h4h6d8c7f8h3c3b5e1b3f1g2a6a5b6d1h1g1h2g7h7h8a3a4b2a1g8a2b1b8c8a7b7a8
165,1,e6f4c3c4e3d6f6f5b4d3c5e2d2e7f7c6f8b5b3d7a6a4e1f3d8c8a5c7a3c1b6c2e8a2a1f1d1b2b1b8a8b7a7g6h6h7h8g8g1g7f2g5h5g4h4h3h2g3g2
166,1,f5d6c3d3c6f4d7f6e3c5f3e7e6c7d8e2f8c4d1f2b4b6g6b3a6e8f7a4c8e1d2c1b5a5c2h5h6b8a8b2a1a2a3b7a7h7b1g8f1g5h4h3g4g2h1h2h8g7g3g1
167,1,d3c3c4e3c2b4c5b5f6b3f2e2f4f3c6e6f7f5a5d1g3d2d6a4e1g4c1f1g6h3g5a6h5b6a3h6h4a2g1b2a1b1a7h2h1g2h7f8c7d7b7b8a8c8e7d8g7e8g8h8
168,1,e6f4g3d6c6f5g4g6f6g5h6d7c5b5a5c4e7f8c8c7e8f7g8b6a6h4h5b7b4a3h3h7h8h2g7a7a8a4a2h1g2b8d8b3c3c2b2a1d3e2d2e1f1g1b1d1c1f2f3e3
169,1,c4c3d3e3c2b4c5b5f6b3d2e6a6e1d1a5a4c1f4e2f1a3f3f5e7f2g3g4h4h5h6h3d6g5b6e8f7g6d8c7c6d7c8a7f8b7b1h7b2a2a1g7a8b8g2g1g8h8h2h1
170,1,c4c3d3e3f5b4f3f4e2f2c2e1g3d2b3d6f1a2c6c1d1h3g4g6g5h4h5g2h1e6h2h6h7g1b1f6c7d7e8d8c8f7e7f8b5b7a8a4b8b2a1a7a3g7g8c5b6a5a6h8
171,1,d3c3c4e3f4d6c7c5c6d7e7f3e6f5d2f7f6e8d8g6f8b6e2c8h5h6g4h4g3h3g5f1a6c1b5a4a5a7c2b2a1b3b1a3d1b4a2e1a8g8b7b8h8g7h7g1f2h2g2h1
172,1,e6f4d3c4f3d6c6e3e2d2f5e1c3c2c1f6f1e7d1g4f8e8d8f2b4c7b5b3c8b6d7c5a6a5h4g5h6h5g3h7h8b7a8b8a7h3h2g1h1g2g6f7a4a3g8b1g7a1a2b2
173,1,c4c3d3e3f2c5b6e2b4b5f6e6f4f5d6c6a5e7f7g4g5h6d8c7d7a4h5c8e8g6h3g3h7f8a3a6b3b2a1c2a2e1b1c1d1d2f1f3a7g7h8g8b8b7h4g2a8h2g1h1
174,-1,f5d6c7f4c3c4c5f6f3e3g3c6e6d7e7g4d3b5h4f8e8f7b6c8d8b3a6a4b4d2a3e2a5f2g5h6h5g6c1d1e1c2g8h8b7a8b8g1f1a2a1a7h1h3h2g2h7g7b2b1
175,1,e6f4f3d6g4f6c6c5c4d3c7d7f7f5e3e2f2h4c3c2d1b3d2b5d8e7e8c8g3e1c1f8f1g1h1g2h2g5b1h3h5g6g7h8b6a5g8b4a3a2a1b2a4h7h6a6b7a7b8a8
176,1,c4c3d3e3f6b4f3f5g5c6c5b6b5a6a5d6d7c7d8f4f2e2a3g4h4a4b3g3d2c2e7d1e6h6f1h5h3g6e1c1a7b8c8b2a8g1f7g2h1b7b1a1h2f8a2e8g8h7g7h8
177,1,e6f4g3d6c3f5g4d3c7d7c8g5g6f7f6c4e7f8c6d8e8h6g8h5c5e3d2h3h4f3e2c1d1b4b5b3a4e1f1c2f2h2h1g2g1a6h7b7b1a5a8b6a7b8a3h8a2a1b2g7
178,1,e6f4f3d6g4f6c6c5c4d3f5e3c7d7c2f2c3d2e8b5b4a3b6b3a5a6a4a2a1c8a7c1b1b2d1e2g2g3h3h4f7g6h7h6e7f8h5d8g7g5b7h8g8g1h1e1h2a8b8f1
179,1,f5d6c4d3c5f4d7f6g3c6e6e7f8c7f7b5c3e3b3b4a3d8a5b6a6a4f2e2f1d2e8g4g5h6h5g6c8h3h4f3e1c1c2d1h2g1h7a7a8b7b8b2a2g2h1g7b1a1g8h8
180,1,d3c3c4e3f2c5b6e2f6e6d6b5b4b3f5a4f4c6a5f3a3g4e1d2d1c1h3h5h4g6g3g5c2g1f1b1a1b2a2g2h1a6h6h2a7b7a8b8c8c7d8d7e7h7f8e8g7g8f7h8
181,1,e6f4d3c4f3d6f5f6e7g5c7d7c3f8e8f7g8d2e3e2h6g3d8g6b3c5h5b4c8h4e1f2c6b6g4a3h3h7h8b8g7a8h2b7c2b5a7a6a5a4a2b1c1d1a1b2g2g1f1h1
182,1,c4c3d3e3c2b4c5b5f6b3d2e6a6e1f2e2f4a5f3g6a3g5g4a2a1h5a4f1d1c1b1b2g1g2b6a7c6d6a8b7h2g3b8h1d7c8h3c7h4d8f5e7h7f7f8e8g7g8h8h6
183,1,f5d6c6f4d7f6f3e3f7g6d2e6e7d3g4e2e1f2g5h5h6c5h3g3b4b5h4d1c1d8e8f8c7c2a4f1b3b6a6h7h8g2g8b7c8a8b8a7h1h2g1b2g7a5c3c4a1a2b1a3
184,1,e6f4c3c4f3d6f5g5g4f6e7f8e8e3h5g3g6h6h4f7d7d8c8d3b4c6c5b3c7a5a3b5a4b7a8a7a6b6b8h3g8g7b2a1c1a2c2d2h8h7h2g2h1f2g1e1f1e2d1b1
185,1,d3c3c4e3f2c5b6e2f6e6b4b5d2c2a6b3a3c1c6e1d6a4a5f7f8d7d8c8e8c7e7a7a8b2b8g8b7g6h8g1g7a2h6f1h1a1f5g5h7b1g4d1h5h4g2f4g3h2f3
186,1,f5d6c3d3c5f4e7f6d2b5b4c4a6c7d7c2e2c6g6e3e6f3b6e8c8h6f8g5d8f1f2d1h5g4h3h4f7a4e1h2a3a5g3g1h1g2h7b8a8a7g7h8g8b7c1b3b2a1a2b1
187,1,d3c3c4e3c2b4c5b5f6b3d2e6a6e1d1a5f1c1f2e2f3g1a4a3b6c6a2b7a8d6f5f4a7g6c7b8c8d8b2a1b1d7h1e8g4e7f8h3f7g3h2h4g2g5h5h7h6g7g8h8
188,1,d3c3c4e3f5b4c2d2d1e2f4f3c5b5b3c1f1e1a4a3a6a5f2b1a1b6a2b2b7d6c6f6f7g4d7e6g6h6g7f8h8c7g8e8d8e7h7g5h5h4h3b8c8g3a8a7g2h2h1g1
189,1,e6f4e3d6g4f6c6c5c4c3f5b3c7d7e8c8e7f8g6f7d8h6b4d3g5b5d2f2b6e2f3h3h4g3h5b8a8a7a6h7h8d1b7g7g8a5h2g2a4h1g1f1e1c1c2b2a1b1a3a2
190,1,e6f4d3c4f3d6g4f6b4e3f5g5g6f2c5h6h5h3d7c6b5c8h4b3c3d2e8d8c2a4a6a5g3d1f1e2e1g1c1g2h1b2h2f8a2a1h7a7a3b1a8g7h8e7f7g8b8b7c7b6
191,1,c4c3d3e3f6b4f3f5g5c6c5b6b5a6a3b3d2e2a5c2f1e1d7a4d1c1f2c7d6e6f4e8d8e7f8g4f7h5g6h6c8b8a8g8a7b7b2a1g3b1a2g1h8g2g7h7h4h3h2h1
192,1,c4c3d3e3c2b4c5b5f6b3d2e6a6e1f3b6d1f2f7c6a5a4a3e2f4f5g6g5h4h6d7c7d8c8e8f8g3e7g4h5d6h3f1b1c1b2a1a2g7g2h1h8g1h2h7b7g8a7a8b8
193,1,d3c3c4e3c2b4c5b5f6b3d6d1d2e1a6b6a5c6a4f5e6e7a3g6f7e8c1a2a1b1b2f1e2a7f2f4f3g3h2h4g2g4h3h1g1h5g5h6c7d8d7f8b8c8b7a8g7h8g8h7
194,-1,f5d6c5f4d7f6d3c3f3e3f7c6b5b6b4g4g3g6c4e6g5h4e7b3a5d8f8a6h3e8c8c7a7f2a4a3b8a8g7b7b2c2h5h8g8h7d2e1c1d1e2a1b1a2g1f1g2h2h6h1
195,1,d3c3c4e3f5b4c2d2d1e2f4f3e1c1g3f2f1h3g4g6g5h4h5g2h1h2g1h6h7c5f6e6e7f7b1e8a5a3d7c7b3a2f8g7h8g8d8c8d6b8b7a7c6a4a6a1
196,1,e6f4g3d6e3f5c6f3d3c4c5c3d2b5f6d1a4d7e8c7e7d8c8f7g4h5b6g5f8b7b4a5e2f2a8h3b8a3g8g7h8g6h7h6h4a7a6a2b3h2g2g1f1c1b1c2b2a1h1e1
197,1,c4c3d3e3c2b4c5b5f6b3d6d1f2e2f3d7b6c6a5a6a4a3e1f5c7c8c1f7d2g3f4g4e6f1d8e7e8f8h5h4g5h6h3g6g1g2h1h2h7g7b2a1g8b1b8h8b7a8a7a2
198,1,c4c3d3e3f6b4f3f5g5c6c5b6b5a6a5d6d7c7d8f4f2e2a7g4h4f1e6f7g3h6h5g6a4b3e8f8e7h7h8h3g8c8g7a3a2b7a8b8h2g2h1g1e1d1c1b2a1c2d2b1
199,1,f5d6c7f4c3c4g3f6f7d7b4e3c5e6f3d3e7b3c6a4e2f2d2e1c1f1d1b6b5a6c2f8e8c8d8b2a1a2b1h4a3a5a7b7g1g2a8b8h1g4h2h3h5g5h6g6g7h8h7g8
200,1,d3c3c4e3f4d6c7c5c6d7e8f3e6f5b3b4d2f7a5b6f6g6f2e2b5d8c8f1e1d1a6c2e7a3g4h5h3g5g3a4h4g7h6h7h8b7g8g2f8a7b8h2b1c1g1h1a8a1a2b2
